"package","fun","args","calls"
"sf","st_line_sample","n",2
"sf","st_line_sample","density type",1
"sf","st_line_sample","sample",1
"sf","st_linestring","x",3
"sf","st_linestring","dim",2
"sf","st_m_range","crs",1
"sf","st_make_grid","square what",5
"sf","st_make_grid","what",5
"sf","st_make_grid","n",4
"sf","st_make_grid","flat_topped square what",3
"sf","st_make_grid","cellsize n offset",1
"sf","st_make_grid","cellsize offset square",1
"sf","st_make_grid","cellsize square",1
"sf","st_multilinestring","x",2
"sf","st_multipoint","dim",8
"sf","st_multipoint","x",2
"sf","st_multipolygon","x",2
"sf","st_nearest_points","pairwise",6
"sf","st_normalize","domain",1
"sf","st_overlaps","sparse",1
"sf","st_point","dim",5
"sf","st_point","x",2
"sf","st_polygon","x",4
"sf","st_read","quiet",51
"sf","st_read","query",15
"sf","st_read","quiet type",9
"sf","st_read","crs quiet",6
"sf","st_read","geometry_column query",3
"sf","st_read","geometry_column quiet",3
"sf","st_read","options quiet",3
"sf","st_read","promote_to_multi quiet",3
"sf","st_read","crs query quiet",2
"sf","st_read","crs quiet stringsAsFactors",2
"sf","st_read","int64_as_string quiet",2
"sf","st_read","table",2
"sf","st_read","agr",1
"sf","st_read","agr crs quiet",1
"sf","st_read","as_tibble query",1
"sf","st_read","check_ring_dir quiet",1
"sf","st_read","int64_as_string layer quiet use_stream",1
"sf","st_read","int64_as_string options quiet stringsAsFactors",1
"sf","st_read","layer quiet use_stream",1
"sf","st_read","query quiet",1
"sf","st_read","quiet use_stream",1
"sf","st_read","random_arg",1
"sf","st_read","table x y",1
"sf","st_read","wkt_filter",1
"sf","st_relate","pattern",8
"sf","st_relate","by_element",1
"sf","st_relate","by_element pattern",1
"sf","st_relate","pattern sparse",1
"sf","st_sample","type",6
"sf","st_sample","exact",4
"sf","st_sample","kappa mu scale type",2
"sf","st_sample","size",2
"sf","st_sample","exact size x",1
"sf","st_sample","great_circles",1
"sf","st_sample","kappa mu type",1
"sf","st_sample","size x",1
"sf","st_sf","a geom",60
"sf","st_sf","a",16
"sf","st_sf","a b",7
"sf","st_sf","a crs geom",7
"sf","st_sf","geom s",5
"sf","st_sf","a geometry",3
"sf","st_sf","geom",3
"sf","st_sf","geometry",3
"sf","st_sf","a agr",2
"sf","st_sf","a b dt geometry tm",2
"sf","st_sf","a b geom",2
"sf","st_sf","agr geometry order",2
"sf","st_sf","geom label",2
"sf","st_sf","geom1 geom2 sf_column_name",2
"sf","st_sf","id",2
"sf","st_sf","x y",2
"sf","st_sf","a agr b geom",1
"sf","st_sf","a check_ring_dir geom",1
"sf","st_sf","a crs geomc",1
"sf","st_sf","a crs precision",1
"sf","st_sf","b geom",1
"sf","st_sf","bar foo sf_column_name y",1
"sf","st_sf","count geom",1
"sf","st_sf","crs demo geom",1
"sf","st_sf","foo",1
"sf","st_sf","foo geo2 sf_column_name x",1
"sf","st_sf","foo geo2 sf_column_name y",1
"sf","st_sf","foo marks",1
"sf","st_sf","geo x y",1
"sf","st_sf","geo y",1
"sf","st_sf","geo1 geo2 sf_column_name x",1
"sf","st_sf","geo1 geo2 sf_column_name y",1
"sf","st_sf","geometry id",1
"sf","st_sf","r",1
"sf","st_sf","w z",1
"sf","st_sf","x z",1
"sf","st_sfc","crs",49
"sf","st_sfc","precision",15
"sf","st_sfc","crs precision",13
"sf","st_sfc","check_ring_dir",5
"sf","st_simplify","dTolerance",7
"sf","st_simplify","preserveTopology",1
"sf","st_snap","tolerance",1
"sf","st_sym_difference","by_element",1
"sf","st_touches","sparse",1
"sf","st_transform","check",2
"sf","st_transform","pipeline",1
"sf","st_transform","pipeline reverse",1
"sf","st_union","by_feature",3
"sf","st_voronoi","point_order",2
"sf","st_within","sparse",3
"sf","st_write","overwrite",22
"sf","st_write","quiet",16
"sf","st_write","delete_layer",11
"sf","st_write","append quiet",5
"sf","st_write","append",4
"sf","st_write","delete_layer layer",4
"sf","st_write","layer_options",4
"sf","st_write","append delete_layer",3
"sf","st_write","binary",3
"sf","st_write","driver",2
"sf","st_write","driver quiet",2
"sf","st_write","update",2
"sf","st_write","delete_dsn",1
"sf","st_write","delete_dsn layer",1
"sf","st_write","delete_dsn layer_options",1
"sf","st_write","driver layer quiet",1
"sf","st_write","layer",1
"sf","st_write","layer quiet",1
"sf","st_write","quiet update",1
"sf","st_z_range","crs",1
"sf","st_zm","drop what",3
"sf","st_zm","add",1
"sf","text","cex labels pos srt",8
"sf","text","col label",2
"sf","text","labels",2
"sf","text","cex labels",1
"sf","transform","elev2 lead_zinc",1
"sf","transform","x1_sq",1
"sf","transform","x1_x2",1
"sf","write_sf","append delete_layer",3
"sf","write_sf","delete_layer",2
"sf","write_sf","delete_layer layer",2
"sf","write_sf","append",1
"sf","write_sf","delete_dsn",1
"sf","write_sf","delete_layer driver layer layer_options",1
"sf","write_sf","fid_column_name",1
"sf","write_sf","overwrite",1
"stars","[","crop",2
"stars","[","drop",2
"stars","[","epsilon",1
"stars","aggregate","exact",7
"stars","aggregate","exact transform",7
"stars","aggregate","exact weights",6
"stars","aggregate","FUN by",4
"stars","aggregate","na.rm",4
"stars","aggregate","exact na.rm",2
"stars","aggregate","exact na.rm weights",2
"stars","aggregate","transform",2
"stars","aggregate","weights",1
"stars","all.equal","check.attributes",12
"stars","array","dim",3
"stars","array","data dim",1
"stars","as.data.frame","add_max",14
"stars","c","x y",7
"stars","c","xmax xmin ymax ymin",7
"stars","c","along",6
"stars","c","X Y",3
"stars","c","dummy",3
"stars","c","a b",1
"stars","c","along flip_x flip_xy flip_y orig",1
"stars","c","county var year",1
"stars","c","lat lon",1
"stars","c","nwbr sidsr",1
"stars","c","t x y",1
"stars","contour","add",1
"stars","cut","breaks",1
"stars","data.frame","ID category",2
"stars","data.frame","foo",1
"stars","data.frame","hours",1
"stars","data.frame","id lat lon stringsAsFactors",1
"stars","data.frame","weekdays",1
"stars","data.frame","z",1
"stars","factor","levels",1
"stars","geom_stars","data",6
"stars","geom_stars","alpha data downsample",1
"stars","geom_stars","data sf",1
"stars","image","add col",5
"stars","image","axes text_values",3
"stars","image","axes",2
"stars","image","add",1
"stars","image","add nbreaks",1
"stars","image","axes col",1
"stars","image","col",1
"stars","image","main",1
"stars","image","rgb",1
"stars","list","m",11
"stars","list","times",3
"stars","list","PM10",2
"stars","list","a",2
"stars","list","bands nBufXSize nBufYSize nXOff nXSize nYOff nYSize",2
"stars","list","bar",2
"stars","list","nBufXSize nBufYSize nXOff nXSize nYOff nYSize",2
"stars","list","time",2
"stars","list","x y",2
"stars","list","Precipitation",1
"stars","list","X",1
"stars","list","a b",1
"stars","list","bands nBufXSize nBufYSize nXOff nXSize nYOff nYSize resample",1
"stars","list","bands nXOff nXSize nYOff nYSize",1
"stars","list","county var year",1
"stars","list","foo",1
"stars","list","foo time",1
"stars","list","nBufXSize nBufYSize nXOff nXsize nYOff nYSize",1
"stars","list","polys x",1
"stars","list","traffic",1
"stars","list","w",1
"stars","matrix","ncol nrow",5
"stars","merge","name",2
"stars","plot","add col",15
"stars","plot","axes",11
"stars","plot","reset",10
"stars","plot","add",9
"stars","plot","add border col",9
"stars","plot","add border lwd",6
"stars","plot","axes breaks text_color text_values",6
"stars","plot","axes reset",6
"stars","plot","axes text_color text_values",6
"stars","plot","add axes border col",3
"stars","plot","add cex col pch",3
"stars","plot","border breaks reset",3
"stars","plot","border col",3
"stars","plot","add border",2
"stars","plot","add border col lwd",2
"stars","plot","add border col reset",2
"stars","plot","as_points axes border breaks key.length logz reset",2
"stars","plot","as_points axes border breaks reset",2
"stars","plot","as_points axes breaks key.length logz pch reset",2
"stars","plot","as_points axes breaks pch reset",2
"stars","plot","axes breaks",2
"stars","plot","axes nbreaks",2
"stars","plot","border",2
"stars","plot","extent key.pos reset",2
"stars","plot","key.pos reset",2
"stars","plot","add col pch",1
"stars","plot","add col reset",1
"stars","plot","asp",1
"stars","plot","axes breaks reset",1
"stars","plot","axes downsample hook mfrow",1
"stars","plot","axes key.pos rgb",1
"stars","plot","axes main reset text_values xlim ylim",1
"stars","plot","border graticule",1
"stars","plot","breaks",1
"stars","plot","col hook",1
"stars","plot","downsample hook",1
"stars","plot","hook",1
"stars","plot","hook mfrow",1
"stars","plot","join_zlim",1
"stars","plot","key.length key.pos lwd pal",1
"stars","plot","key.pos",1
"stars","plot","rgb",1
"stars","predict","model",1
"stars","read_ncdf","proxy",8
"stars","read_ncdf","curvilinear",7
"stars","read_ncdf","var",5
"stars","read_ncdf","ncsub",4
"stars","read_ncdf","curvilinear var",3
"stars","read_ncdf","package",2
"stars","read_ncdf","curvilinear ignore_bounds",1
"stars","read_ncdf","curvilinear proxy",1
"stars","read_ncdf","ncsub var",1
"stars","read_ncdf","proxy var",1
"stars","read_stars","proxy",23
"stars","read_stars","along",8
"stars","read_stars","RasterIO",7
"stars","read_stars","options",4
"stars","read_stars","quiet",3
"stars","read_stars","curvilinear driver sub",2
"stars","read_stars","proxy quiet",2
"stars","read_stars","sub",2
"stars","read_stars","RasterIO proxy",1
"stars","read_stars","curvilinear sub",1
"stars","read_stars","proxy sub",1
"stars","seq","length.out",3
"stars","st_apply","FUN MARGIN idx",2
"stars","st_as_sf","as_points",4
"stars","st_as_sf","as_points merge",4
"stars","st_as_sf","coords crs",2
"stars","st_as_sf","as_points long merge",1
"stars","st_as_sf","long",1
"stars","st_as_sf","merge",1
"stars","st_as_sf","merge na.rm",1
"stars","st_as_sfc","as_points",15
"stars","st_as_sfc","as_points na.rm use_cpp",2
"stars","st_as_sfc","as_points use_cpp",2
"stars","st_as_sfc","crs",1
"stars","st_as_stars","dimensions",17
"stars","st_as_stars","dimension",8
"stars","st_as_stars","dx",8
"stars","st_as_stars","downsample",4
"stars","st_as_stars","nx ny values",4
"stars","st_as_stars","nx ny values xlim ylim",4
"stars","st_as_stars","curvilinear",3
"stars","st_as_stars","dims",3
"stars","st_as_stars","dy",2
"stars","st_as_stars","inside",2
"stars","st_as_stars","proxy",2
"stars","st_as_stars","sf_geometry",2
"stars","st_as_stars","as_points nx ny",1
"stars","st_as_stars","pop",1
"stars","st_as_stars","proxy var",1
"stars","st_as_stars","values",1
"stars","st_bbox","crs",4
"stars","st_contour","breaks contour_lines",1
"stars","st_dimensions","x y",7
"stars","st_dimensions",".raster cell_midpoints x y",4
"stars","st_dimensions",".raster band x y",3
"stars","st_dimensions","station time",2
"stars","st_dimensions",".raster affine band x y",1
"stars","st_dimensions",".raster band cell_midpoints point x y",1
"stars","st_dimensions",".raster band cell_midpoints x y",1
"stars","st_dimensions","a b band",1
"stars","st_dimensions","band x y",1
"stars","st_dimensions","cell_midpoints x y",1
"stars","st_dimensions","day destination hour mode origin",1
"stars","st_dimensions","lat lon",1
"stars","st_downsample","offset",8
"stars","st_downsample","FUN",5
"stars","st_downsample","FUN offset",4
"stars","st_extract","bilinear",2
"stars","st_extract","exact",1
"stars","st_extract","sfc_attribute",1
"stars","st_extract","time_column",1
"stars","st_get_dimension_values","where",3
"stars","st_get_dimension_values","center",2
"stars","st_get_dimension_values","max",1
"stars","st_interpolate_aw","extensive",1
"stars","st_rasterize","options",4
"stars","st_rasterize","dx dy",1
"stars","st_redimension","along",5
"stars","st_res","all",2
"stars","st_res","absolute",1
"stars","st_rgb","probs stretch",2
"stars","st_rgb","use_alpha",1
"stars","st_sample","type",1
"stars","st_set_dimensions","values",13
"stars","st_set_dimensions","delta offset",4
"stars","st_set_dimensions","names point values",4
"stars","st_set_dimensions","names",3
"stars","st_set_dimensions","names values",3
"stars","st_set_dimensions","point",3
"stars","st_set_dimensions","point values",2
"stars","st_set_dimensions","names values which",1
"stars","st_set_dimensions","xy",1
"stars","st_sfc2xy","dims",1
"stars","st_tile","overlap",1
"stars","st_warp","no_data_value use_gdal",4
"stars","st_warp","crs",2
"stars","st_warp","debug no_data_value use_gdal",2
"stars","st_warp","cellsize crs",1
"stars","st_warp","cellsize crs use_gdal",1
"stars","st_warp","crs threshold",1
"stars","st_warp","crs use_gdal",1
"stars","st_warp","use_gdal",1
"stars","st_xy2sfc","as_points",3
"stars","write_mdim","as_float",1
"stars","write_stars","driver",2
"stars","write_stars","dsn",1
"supercells","supercells","clean compactness iter k step",3
"supercells","supercells","compactness",2
"supercells","supercells","avg_fun compactness",1
"supercells","supercells","avg_fun compactness dist_fun step",1
"supercells","supercells","chunk compactness",1
"supercells","supercells","clean compactness",1
"supercells","supercells","compactness iter k step",1
"supercells","supercells","compactness iter step",1
"supercells","supercells","compactness k",1
"supercells","supercells","compactness minarea step",1
"supercells","supercells","compactness step",1
"supercells","supercells","compactness transform",1
"terra","[","drop",10
"terra","add_abline","col h lty v",1
"terra","add_box","col lwd xpd",1
"terra","add_legend","col legend pch",1
"terra","add_mtext","adj col",2
"terra","add_mtext","adj cex",1
"terra","add_mtext","cex col line",1
"terra","adjacent","cells directions",4
"terra","adjacent","cells directions pairs",1
"terra","adjacent","symmetrical",1
"terra","aggregate","fact fun",4
"terra","aggregate","na.rm",3
"terra","aggregate","fact",1
"terra","animate","alpha col pause",1
"terra","animate","n",1
"terra","animate","n pause",1
"terra","app","fun",2
"terra","app","cores",1
"terra","app","cores ff fun",1
"terra","app","cores fun",1
"terra","approximate","rule",1
"terra","approximate","rule z",1
"terra","as.arrows","col unit",1
"terra","as.contour","levels",1
"terra","as.data.frame","xy",3
"terra","as.lines","crs",1
"terra","as.matrix","wide",4
"terra","as.polygons","ext",1
"terra","autocor","standardize",3
"terra","autocor","global",1
"terra","autocor","global w",1
"terra","autocor","method",1
"terra","autocor","method standardize",1
"terra","barplot","breaks col digits horiz las",1
"terra","barplot","digits las ylab",1
"terra","bestMatch","labels",2
"terra","boundaries","classes",2
"terra","boundaries","inner",1
"terra","boxplot","axes col horizontal",1
"terra","boxplot","col las main notch ylab",1
"terra","buffer","width",2
"terra","cbind","hole object part",8
"terra","cbind","object part",8
"terra","cbind","x y",6
"terra","cbind","hole",2
"terra","cbind","lat lon",2
"terra","cbind","ID cell",1
"terra","cbind","p se",1
"terra","cbind","pa",1
"terra","cbind","x y z1 z2",1
"terra","cellSize","unit",2
"terra","cellSize","names unit",1
"terra","cells","method",1
"terra","cells","weights",1
"terra","centroids","inside",5
"terra","centroids","correct",1
"terra","centroids","correct inside",1
"terra","chunk","a",1
"terra","clamp","lower upper",1
"terra","classify","include.lowest right",5
"terra","classify","others",3
"terra","classify","include.lowest",2
"terra","classify","right",2
"terra","classify","brackets include.lowest",1
"terra","click","n",1
"terra","coltab","layer",1
"terra","combineGeoms","boundary maxdist minover",1
"terra","contour","add",1
"terra","contour","filled nlevels",1
"terra","costDist","nearest",4
"terra","costDist","target",1
"terra","cover","identity",1
"terra","crop","extend",6
"terra","crop","mask",2
"terra","crosstab","useNA",2
"terra","crosstab","long",1
"terra","crosstab","long useNA",1
"terra","crs","describe",5
"terra","crs","describe proj",1
"terra","crs","proj",1
"terra","describe","meta",1
"terra","direction","degrees",2
"terra","disagg","fact",2
"terra","disagg","method",1
"terra","distance","exclude",1
"terra","distance","names",1
"terra","distance","pairwise",1
"terra","distance","unit",1
"terra","divide","as.raster n",1
"terra","dots","cex col",1
"terra","expanse","unit",3
"terra","expanse","transform",2
"terra","expanse","byValue",1
"terra","expanse","byValue unit wide",1
"terra","expanse","byValue wide zones",1
"terra","expanse","transform unit",1
"terra","extract","ID layer",24
"terra","extract","ID",8
"terra","extract","na.rm",4
"terra","extract","ID cell",2
"terra","extract","ID cell xy",1
"terra","extract","ID cells method",1
"terra","extract","ID cells weights",1
"terra","extract","ID exact fun na.rm",1
"terra","extract","ID fun na.rm",1
"terra","extract","ID fun na.rm weights",1
"terra","extract","ID method",1
"terra","extract","ID xy",1
"terra","extract","layer",1
"terra","extract","raw",1
"terra","extractRange","first last",2
"terra","extractRange","first last lyr_fun",2
"terra","extractRange","ID first last lyr_fun",1
"terra","fillHoles","inverse",1
"terra","fillHoles","nearest",1
"terra","flip","direction",2
"terra","flowDir","lambda",4
"terra","flowDir","deviation_type lambda",2
"terra","focal","na.rm",13
"terra","focal","fun na.rm w",11
"terra","focal","na.policy na.rm",2
"terra","focal","cores fun w",1
"terra","focal","fillvalue fun m w",1
"terra","focal","fillvalue fun w",1
"terra","focal","fillvalue na.rm",1
"terra","focal","fun na.policy na.rm w wopt",1
"terra","focal","fun w",1
"terra","focal","w",1
"terra","focal3D","na.rm",2
"terra","focalCpp","fillvalue fun m w",2
"terra","focalMat","d type",1
"terra","focalPairs","na.rm w",1
"terra","focalPairs","use w",1
"terra","focalPairs","w",1
"terra","freq","bylayer",3
"terra","freq","digits",3
"terra","freq","value",2
"terra","freq","zones",1
"terra","furdist","unit",2
"terra","geom","wkt",2
"terra","geom","hex",1
"terra","geom","wkb",1
"terra","getTileExtents","cores",5
"terra","getTileExtents","buffer",2
"terra","global","na.rm",8
"terra","global","fun",1
"terra","graticule","crs",3
"terra","gridDist","nearest",2
"terra","halo","cex",1
"terra","halo","cex col font hc hw pos xpd",1
"terra","halo","cex font hc hw",1
"terra","halo","cex font hw pos xpd",1
"terra","hull","type",3
"terra","hull","by",1
"terra","image","col",1
"terra","init","fun",5
"terra","init","wopt",1
"terra","inset","background box col loc pbox scale",1
"terra","inset","border box col pbox perimeter pper",1
"terra","inset","box col e",1
"terra","inset","col loc scale",1
"terra","interpIDW","maxPoints power radius smooth",1
"terra","interpNear","radius",1
"terra","interpolate","debug.level",3
"terra","interpolate","fun",2
"terra","interpolate","crs debug.level fun index",1
"terra","interpolate","debug.level index",1
"terra","interpolate","xyOnly",1
"terra","is.lonlat","global",1
"terra","is.lonlat","perhaps warn",1
"terra","k_means","centers",3
"terra","k_means","centers maxcell",1
"terra","lapp","usenames",3
"terra","lapp","fun",2
"terra","lapp","recycle",1
"terra","lapp","z",1
"terra","layerCor","w",1
"terra","legend_cont","legend",2
"terra","legend_cont","bg horiz legend",1
"terra","legend_cont","bg legend",1
"terra","legend_cont","col legend",1
"terra","legend_cont","horiz legend title",1
"terra","lines","col lwd",16
"terra","lines","col",11
"terra","lines","lwd",10
"terra","lines","col lty lwd",2
"terra","makeValid","buffer",1
"terra","mask","maskvalue",1
"terra","mean","filename",1
"terra","mean","na.rm",1
"terra","merge","algo first",2
"terra","merge","all.x by.x by.y",1
"terra","metags","layer",2
"terra","metags","name",1
"terra","mosaic","fun",3
"terra","nearby","distance",2
"terra","netw","directed",6
"terra","netw","weights",6
"terra","netw","crs",1
"terra","netw","merge",1
"terra","netw","snap",1
"terra","north","type xy",2
"terra","north","angle col d label lwd xy",1
"terra","north","angle label type xy",1
"terra","north","cex type",1
"terra","north","cex type xy",1
"terra","north","d",1
"terra","not.na","falseNA",1
"terra","panel","fun loc.main",1
"terra","patches","directions zeroAsNA",6
"terra","patches","directions values",5
"terra","patches","directions",2
"terra","patches","directions values zeroAsNA",2
"terra","patches","zeroAsNA",2
"terra","patches","allowGaps directions zeroAsNA",1
"terra","patches","values",1
"terra","pitfiller","lambda",2
"terra","pitfiller","flowdir lambda pit x",1
"terra","pitfinder","pits_on_boundary",3
"terra","plet","tiles",3
"terra","plet","alpha split",1
"terra","plet","border tiles",1
"terra","plet","col lwd",1
"terra","plet","collapse",1
"terra","plet","collapse shared",1
"terra","plet","hover",1
"terra","plet","main tiles",1
"terra","plot","col",19
"terra","plot","type",5
"terra","plot","fun",4
"terra","plot","border col lwd",3
"terra","plot","main",3
"terra","plot","axes legend",2
"terra","plot","border col",2
"terra","plot","border lwd",2
"terra","plot","col density",2
"terra","plot","col lwd",2
"terra","plot","legend mar",2
"terra","plot","mar range",2
"terra","plot","plg",2
"terra","plot","add alpha col",1
"terra","plot","add col",1
"terra","plot","add col plg",1
"terra","plot","alpha legend",1
"terra","plot","angle col density",1
"terra","plot","axes col legend mar reset",1
"terra","plot","border col lwd zebra",1
"terra","plot","border lty lwd",1
"terra","plot","box legend mar pax range",1
"terra","plot","box main pax plg",1
"terra","plot","box mar pax plg range",1
"terra","plot","breaks",1
"terra","plot","breaks main mar plg type",1
"terra","plot","breaks mar plg type xlim",1
"terra","plot","breaks plg type",1
"terra","plot","breaks type",1
"terra","plot","cex col pch",1
"terra","plot","col legend",1
"terra","plot","col legend mar",1
"terra","plot","ext",1
"terra","plot","ext pax",1
"terra","plot","lwd mar plg",1
"terra","plot","main mar plg",1
"terra","plot","main type",1
"terra","plot","mar nc",1
"terra","plot","mar plg",1
"terra","plot","mar plg type",1
"terra","plot","pax plg",1
"terra","plot","pax plg xlim",1
"terra","plot","plg type xlim",1
"terra","plotRGB","mar",1
"terra","plotRGB","stretch",1
"terra","points","cex col",5
"terra","points","bg pch",2
"terra","points","cex",2
"terra","points","col",2
"terra","points","alpha cex col field popup",1
"terra","points","border cex clusterOptions col lty lwd popup",1
"terra","points","cex col pch",1
"terra","points","cex col popup",1
"terra","points","cex legend",1
"terra","polys","border col",1
"terra","polys","border col density lwd",1
"terra","polys","col lwd",1
"terra","predict","fun",2
"terra","predict","index",2
"terra","predict","se.fit",2
"terra","predict","Z",1
"terra","predict","cores",1
"terra","predict","cores cpkgs",1
"terra","predict","cores cpkgs type",1
"terra","predict","cores fun",1
"terra","predict","type",1
"terra","princomp","fix_sign",1
"terra","proj_pipelines","grid_availability",2
"terra","proj_pipelines","AOI",1
"terra","project","pipe",9
"terra","project","method res",1
"terra","project","xscale yscale",1
"terra","quantile","na.rm",1
"terra","query","extent",1
"terra","query","filter",1
"terra","query","n start vars",1
"terra","query","vars where",1
"terra","rapp","fun",2
"terra","rapp","allyrs fill",1
"terra","rast","ncols nrows",58
"terra","rast","ncols nrows vals",27
"terra","rast","crs ncols nrows vals xmax xmin ymax ymin",11
"terra","rast","ncols nrows xmax xmin ymax ymin",11
"terra","rast","res vals xmax xmin ymax ymin",10
"terra","rast","crs ncols nrows xmax xmin ymax ymin",9
"terra","rast","crs ncols nrows",7
"terra","rast","ncols nrows vals xmin",7
"terra","rast","ncols nrows xmin",7
"terra","rast","crs ncols nrows vals",6
"terra","rast","ncol nrow",6
"terra","rast","ncol nrow vals",6
"terra","rast","ncols nlyr nrows vals",6
"terra","rast","ncols nlyrs nrows",5
"terra","rast","crs ncol nrow xmax xmin ymax ymin",4
"terra","rast","ncol nrow xmax xmin ymax ymin",4
"terra","rast","crs ncol nrow",3
"terra","rast","extent",3
"terra","rast","md",3
"terra","rast","md subds",3
"terra","rast","ncol nlyr nrow vals",3
"terra","rast","ncols nrows vals xmax xmin",3
"terra","rast","res",3
"terra","rast","type",3
"terra","rast","xmax xmin ymax ymin",3
"terra","rast","crs ncols nrows vals xmin",2
"terra","rast","names ncols nrows vals",2
"terra","rast","nc nr",2
"terra","rast","ncol nlyr nrow",2
"terra","rast","ncols nl nrows",2
"terra","rast","ncols nlyr nrows",2
"terra","rast","ncols nrows vals xmax xmin ymax ymin",2
"terra","rast","ncols nrows ymax ymin",2
"terra","rast","crs",1
"terra","rast","crs ext ncols nrows",1
"terra","rast","crs extent resolution",1
"terra","rast","crs ncol nrow vals xmax xmin ymax ymin",1
"terra","rast","crs xmin",1
"terra","rast","ext ncol nlyr nrow vals",1
"terra","rast","ext ncols nrows",1
"terra","rast","ext ncols nrows vals",1
"terra","rast","extent ncol nlyr nrow",1
"terra","rast","extent ncol nrow",1
"terra","rast","extent ncols nrows",1
"terra","rast","names ncol nrow",1
"terra","rast","names ncols nlyrs nrows vals",1
"terra","rast","names ncols nrows xmax xmin ymax ymin",1
"terra","rast","names resolution",1
"terra","rast","ncol nrow xmin",1
"terra","rast","ncols nl nrows vals",1
"terra","rast","ncols nl nrows xmax xmin",1
"terra","rast","ncols nlyrs nrows vals",1
"terra","rast","ncols nrows xmax xmin",1
"terra","rast","ncols xmax xmin",1
"terra","rast","nlyr",1
"terra","rast","subds",1
"terra","rasterize","fun",2
"terra","rasterize","by cover",1
"terra","rasterize","field",1
"terra","rasterize","fun value",1
"terra","rasterizeGeom","fun",2
"terra","rasterizeWin","fun pars",2
"terra","regress","formula",1
"terra","relate","relation",19
"terra","resample","method",1
"terra","roll","n na.rm",3
"terra","roll","circular",2
"terra","roll","circular n",2
"terra","sbar","below cex label type",2
"terra","sbar","below cex divs",1
"terra","sbar","cex divs ticks xy",1
"terra","sbar","cex divs type",1
"terra","sbar","cex divs type xy",1
"terra","sbar","cex label",1
"terra","sbar","cex label lwd",1
"terra","scale_linear","max min",1
"terra","segregate","keep other",1
"terra","selectHighest","n",1
"terra","shade","angle direction",1
"terra","shift","dx dy",1
"terra","shortestPath","from to",18
"terra","simplifyGeom","makeValid",1
"terra","simplifyGeom","tolerance",1
"terra","snap","tol",1
"terra","sort","order",1
"terra","spatSample","cells method",5
"terra","spatSample","cell",4
"terra","spatSample","cells each method values",2
"terra","spatSample","as.points",1
"terra","spatSample","as.points each",1
"terra","spatSample","as.points method",1
"terra","spatSample","as.raster",1
"terra","spatSample","as.raster method",1
"terra","spatSample","cells exact method",1
"terra","spatSample","cells ext method",1
"terra","spatSample","cells method na.rm",1
"terra","spatSample","cells method replace",1
"terra","spatSample","cells method values xy",1
"terra","spatSample","cells values xy",1
"terra","spatSample","cells xy",1
"terra","spatSample","lonlat",1
"terra","spatSample","lonlat method",1
"terra","spatSample","na.rm",1
"terra","spatSample","replace xy",1
"terra","spatSample","xy",1
"terra","subset","NSE",2
"terra","subst","from to",5
"terra","subst","others",3
"terra","tapp","fun",1
"terra","tapp","fun index",1
"terra","terraOptions","parallel threads",3
"terra","terraOptions","memfrac tempdir",1
"terra","terraOptions","print",1
"terra","terraOptions","progress",1
"terra","terrain","v",7
"terra","terrain","unit",2
"terra","terrain","unit v",2
"terra","tessellate","n type",8
"terra","tessellate","geo size",5
"terra","tessellate","size",5
"terra","tessellate","size type",4
"terra","tessellate","align geo size type",2
"terra","tessellate","flat_top size",2
"terra","tessellate","geo size type",2
"terra","tessellate","geo n type",1
"terra","text","halo",4
"terra","text","cex digits halo",2
"terra","text","halo pos",2
"terra","text","cex",1
"terra","text","cex col halo",1
"terra","text","cex col vfont",1
"terra","text","cex halo",1
"terra","text","col halo hc hw",1
"terra","text","col halo jitter",1
"terra","text","digits",1
"terra","text","xpd",1
"terra","thin","unit",1
"terra","thresh","as.raster",1
"terra","thresh","as.raster combine",1
"terra","thresh","as.raster method",1
"terra","tile_apply","tiles",10
"terra","tile_apply","cores tiles",5
"terra","tile_apply","buffer cores wopt",3
"terra","tile_apply","cores",3
"terra","tile_apply","cores k tiles",3
"terra","tile_apply","overlap_fun tiles",2
"terra","tile_apply","buffer",1
"terra","tile_apply","buffer cores filename overwrite wopt",1
"terra","tile_apply","buffer tiles",1
"terra","tile_apply","cores filename overwrite tiles",1
"terra","tile_apply","cores k tiles wopt",1
"terra","tile_apply","cores tiles wopt",1
"terra","tile_apply","filename overwrite tiles",1
"terra","tile_apply","k tiles",1
"terra","tile_apply","tiles wopt",1
"terra","time","tstep",5
"terra","unique","as.raster",1
"terra","update","cells values",5
"terra","update","cells layer values",2
"terra","update","crs extent names",2
"terra","update","names",1
"terra","vect","crs",52
"terra","vect","proxy",4
"terra","vect","geom",3
"terra","vect","layer",3
"terra","vect","atts crs",2
"terra","vect","crs type",2
"terra","vect","type",2
"terra","vect","extent",1
"terra","vect","filter",1
"terra","vect","query",1
"terra","weighted.mean","w",2
"terra","width","as.lines",1
"terra","wrapCache","path",1
"terra","writeCDF","longname overwrite unit varname",2
"terra","writeCDF","filename overwrite",1
"terra","writeCDF","overwrite",1
"terra","writeNetwork","overwrite",2
"terra","writeNetwork","filetype overwrite",1
"terra","writeRaster","datatype",5
"terra","writeRaster","overwrite",4
"terra","writeRaster","datatype gdal overwrite",1
"terra","writeRaster","gdal overwrite",1
"terra","writeRaster","overwrite wopt",1
"terra","writeVector","overwrite",5
"terra","writeVector","insert layer",1
"terra","writeVector","layer overwrite",1
